request_id,pickup_point,driver_id,status,request_timestamp,drop_timestamp,request_hour,request_date
643,City,296.0,Trip Completed,2016-07-11 12:35:00,2016-07-11 13:20:00,12.0,2016-07-11
1152,Airport,296.0,Trip Completed,2016-07-11 20:39:00,2016-07-11 21:28:00,20.0,2016-07-11
1333,City,296.0,Trip Completed,2016-07-11 23:17:00,2016-07-12 00:15:00,23.0,2016-07-11
1659,City,296.0,Trip Completed,2016-07-12 07:24:00,2016-07-12 08:14:00,7.0,2016-07-12
2657,Airport,296.0,Trip Completed,2016-07-12 23:11:00,,23.0,2016-07-12
2898,Airport,296.0,Trip Completed,,,,
3852,Airport,296.0,Trip Completed,,,,
5342,City,296.0,Trip Completed,,,,
5634,Airport,296.0,Trip Completed,,,,
30,Airport,297.0,Trip Completed,2016-07-11 02:04:00,2016-07-11 02:37:00,2.0,2016-07-11
195,City,297.0,Trip Completed,2016-07-11 06:05:00,2016-07-11 06:52:00,6.0,2016-07-11
993,City,297.0,Trip Completed,2016-07-11 19:00:00,2016-07-11 19:41:00,19.0,2016-07-11
1774,Airport,297.0,Trip Completed,2016-07-12 08:53:00,2016-07-12 10:00:00,8.0,2016-07-12
2648,City,297.0,Trip Completed,2016-07-12 22:50:00,2016-07-12 23:44:00,22.0,2016-07-12
2979,Airport,297.0,Trip Completed,,,,
3676,City,297.0,Trip Completed,,,,
4041,Airport,297.0,Trip Completed,,,,
4147,Airport,297.0,Trip Completed,,,,
4859,Airport,297.0,Trip Completed,,,,
6067,Airport,297.0,Trip Completed,,,,
1690,Airport,298.0,Trip Completed,2016-07-12 07:52:00,2016-07-12 08:56:00,7.0,2016-07-12
2404,Airport,298.0,Trip Completed,2016-07-12 20:00:00,2016-07-12 20:56:00,20.0,2016-07-12
3313,City,298.0,Trip Completed,,,,
3559,City,298.0,Trip Completed,,,,
4018,Airport,298.0,Trip Completed,,,,
4121,Airport,298.0,Trip Completed,,,,
4224,City,298.0,Trip Completed,,,,
4810,City,298.0,Trip Completed,,,,
5295,City,298.0,Trip Completed,,,,
5381,Airport,298.0,Trip Completed,,,,
6271,City,298.0,Trip Completed,,,,
1244,City,299.0,Trip Completed,2016-07-11 21:38:00,2016-07-11 22:15:00,21.0,2016-07-11
2249,City,299.0,Trip Completed,2016-07-12 18:24:00,2016-07-12 19:09:00,18.0,2016-07-12
3045,Airport,299.0,Trip Completed,,,,
3817,Airport,299.0,Trip Completed,,,,
4481,City,299.0,Trip Completed,,,,
5160,City,299.0,Trip Completed,,,,
6304,City,299.0,Trip Completed,,,,
1315,Airport,300.0,Trip Completed,2016-07-11 22:54:00,2016-07-11 23:35:00,22.0,2016-07-11
2924,City,300.0,Trip Completed,,,,
3324,Airport,300.0,Trip Completed,,,,
3935,Airport,300.0,Trip Completed,,,,
5844,Airport,300.0,Trip Completed,,,,
2905,City,1.0,Cancelled,,,,
4805,City,1.0,Cancelled,,,,
5202,Airport,1.0,Cancelled,,,,
5927,City,1.0,Cancelled,,,,
2347,Airport,2.0,Cancelled,2016-07-12 19:14:00,,19.0,2016-07-12
3806,Airport,2.0,Cancelled,,,,
4451,City,2.0,Cancelled,,,,
5023,Airport,2.0,Cancelled,,,,
80,City,3.0,Cancelled,2016-07-11 04:47:00,,4.0,2016-07-11
534,City,3.0,Cancelled,2016-07-11 10:01:00,,10.0,2016-07-11
1867,Airport,3.0,Cancelled,2016-07-12 09:59:00,,9.0,2016-07-12
4383,City,3.0,Cancelled,,,,
748,City,4.0,Cancelled,2016-07-11 15:49:00,,15.0,2016-07-11
1254,Airport,4.0,Cancelled,2016-07-11 21:53:00,,21.0,2016-07-11
3807,Airport,4.0,Cancelled,,,,
4280,City,4.0,Cancelled,,,,
4533,City,4.0,Cancelled,,,,
3230,City,5.0,Cancelled,,,,
4296,City,5.0,Cancelled,,,,
3059,City,6.0,Cancelled,,,,
5547,City,6.0,Cancelled,,,,
5699,City,6.0,Cancelled,,,,
5701,City,6.0,Cancelled,,,,
247,City,7.0,Cancelled,2016-07-11 06:33:00,,6.0,2016-07-11
2582,Airport,7.0,Cancelled,2016-07-12 21:42:00,,21.0,2016-07-12
3184,City,7.0,Cancelled,,,,
1687,City,8.0,Cancelled,2016-07-12 07:51:00,,7.0,2016-07-12
4174,City,8.0,Cancelled,,,,
4335,City,8.0,Cancelled,,,,
150,City,9.0,Cancelled,2016-07-11 05:24:00,,5.0,2016-07-11
233,City,9.0,Cancelled,2016-07-11 06:27:00,,6.0,2016-07-11
1880,City,9.0,Cancelled,2016-07-12 10:01:00,,10.0,2016-07-12
2986,City,9.0,Cancelled,,,,
3549,City,9.0,Cancelled,,,,
4463,City,9.0,Cancelled,,,,
4178,City,10.0,Cancelled,,,,
4599,City,10.0,Cancelled,,,,
4667,Airport,10.0,Cancelled,,,,
570,City,13.0,Cancelled,2016-07-11 10:36:00,,10.0,2016-07-11
1691,City,13.0,Cancelled,2016-07-12 07:54:00,,7.0,2016-07-12
3499,City,13.0,Cancelled,,,,
4467,City,13.0,Cancelled,,,,
2799,City,14.0,Cancelled,,,,
3822,Airport,14.0,Cancelled,,,,
4456,City,14.0,Cancelled,,,,
4685,Airport,14.0,Cancelled,,,,
306,City,15.0,Cancelled,2016-07-11 07:20:00,,7.0,2016-07-11
2888,City,15.0,Cancelled,,,,
92,City,16.0,Cancelled,2016-07-11 04:53:00,,4.0,2016-07-11
3138,City,16.0,Cancelled,,,,
3810,City,16.0,Cancelled,,,,
4580,City,16.0,Cancelled,,,,
5784,City,16.0,Cancelled,,,,
1648,City,17.0,Cancelled,2016-07-12 07:20:00,,7.0,2016-07-12
2883,City,17.0,Cancelled,,,,
4272,City,17.0,Cancelled,,,,
5621,City,17.0,Cancelled,,,,
5696,City,17.0,Cancelled,,,,
5662,City,18.0,Cancelled,,,,
1894,Airport,19.0,Cancelled,2016-07-12 10:19:00,,10.0,2016-07-12
2854,City,19.0,Cancelled,,,,
4968,City,19.0,Cancelled,,,,
352,City,20.0,Cancelled,2016-07-11 07:54:00,,7.0,2016-07-11
1841,City,20.0,Cancelled,2016-07-12 09:41:00,,9.0,2016-07-12
1885,City,20.0,Cancelled,2016-07-12 10:04:00,,10.0,2016-07-12
3170,City,20.0,Cancelled,,,,
4586,City,20.0,Cancelled,,,,
5208,Airport,20.0,Cancelled,,,,
5472,City,20.0,Cancelled,,,,
96,City,21.0,Cancelled,2016-07-11 04:58:00,,4.0,2016-07-11
132,City,21.0,Cancelled,2016-07-11 05:15:00,,5.0,2016-07-11
2899,City,21.0,Cancelled,,,,
3166,City,21.0,Cancelled,,,,
232,City,22.0,Cancelled,2016-07-11 06:26:00,,6.0,2016-07-11
275,City,22.0,Cancelled,2016-07-11 07:00:00,,7.0,2016-07-11
554,City,22.0,Cancelled,2016-07-11 10:13:00,,10.0,2016-07-11
4326,City,22.0,Cancelled,,,,
5723,City,22.0,Cancelled,,,,
1462,Airport,23.0,Cancelled,2016-07-12 05:01:00,,5.0,2016-07-12
196,Airport,24.0,Cancelled,2016-07-11 06:07:00,,6.0,2016-07-11
236,City,24.0,Cancelled,2016-07-11 06:32:00,,6.0,2016-07-11
1502,City,24.0,Cancelled,2016-07-12 05:37:00,,5.0,2016-07-12
1615,City,24.0,Cancelled,2016-07-12 06:52:00,,6.0,2016-07-12
3079,City,24.0,Cancelled,,,,
6249,Airport,24.0,Cancelled,,,,
1794,City,25.0,Cancelled,2016-07-12 09:03:00,,9.0,2016-07-12
4546,City,25.0,Cancelled,,,,
2913,City,26.0,Cancelled,,,,
276,City,27.0,Cancelled,2016-07-11 06:52:00,,6.0,2016-07-11
1613,City,27.0,Cancelled,2016-07-12 06:47:00,,6.0,2016-07-12
3150,City,27.0,Cancelled,,,,
3217,City,27.0,Cancelled,,,,
4523,City,27.0,Cancelled,,,,
4593,City,27.0,Cancelled,,,,
5476,Airport,27.0,Cancelled,,,,
5477,City,27.0,Cancelled,,,,
5846,City,27.0,Cancelled,,,,
1539,City,28.0,Cancelled,2016-07-12 06:04:00,,6.0,2016-07-12
1770,City,28.0,Cancelled,2016-07-12 08:50:00,,8.0,2016-07-12
1921,City,28.0,Cancelled,2016-07-12 10:58:00,,10.0,2016-07-12
3073,City,28.0,Cancelled,,,,
4795,Airport,28.0,Cancelled,,,,
2079,Airport,29.0,Cancelled,2016-07-12 15:43:00,,15.0,2016-07-12
3179,City,29.0,Cancelled,,,,
5872,City,29.0,Cancelled,,,,
218,City,30.0,Cancelled,2016-07-11 06:14:00,,6.0,2016-07-11
840,Airport,30.0,Cancelled,2016-07-11 17:41:00,,17.0,2016-07-11
1642,City,30.0,Cancelled,2016-07-12 07:17:00,,7.0,2016-07-12
3307,City,30.0,Cancelled,,,,
1475,City,31.0,Cancelled,2016-07-12 05:12:00,,5.0,2016-07-12
2179,Airport,31.0,Cancelled,2016-07-12 17:36:00,,17.0,2016-07-12
3080,City,31.0,Cancelled,,,,
3771,Airport,31.0,Cancelled,,,,
5847,Airport,31.0,Cancelled,,,,
5875,City,31.0,Cancelled,,,,
400,City,32.0,Cancelled,2016-07-11 08:29:00,,8.0,2016-07-11
2146,Airport,32.0,Cancelled,2016-07-12 17:21:00,,17.0,2016-07-12
2942,City,32.0,Cancelled,,,,
4418,City,32.0,Cancelled,,,,
2305,City,33.0,Cancelled,2016-07-12 18:56:00,,18.0,2016-07-12
5637,City,33.0,Cancelled,,,,
5838,City,33.0,Cancelled,,,,
457,City,34.0,Cancelled,2016-07-11 09:17:00,,9.0,2016-07-11
511,City,34.0,Cancelled,2016-07-11 09:40:00,,9.0,2016-07-11
4146,City,34.0,Cancelled,,,,
4242,City,34.0,Cancelled,,,,
4470,City,34.0,Cancelled,,,,
2530,City,35.0,Cancelled,2016-07-12 21:07:00,,21.0,2016-07-12
2596,City,35.0,Cancelled,2016-07-12 21:53:00,,21.0,2016-07-12
5754,City,35.0,Cancelled,,,,
200,City,36.0,Cancelled,2016-07-11 06:10:00,,6.0,2016-07-11
1531,City,36.0,Cancelled,2016-07-12 05:54:00,,5.0,2016-07-12
5715,City,36.0,Cancelled,,,,
3130,City,37.0,Cancelled,,,,
4133,City,37.0,Cancelled,,,,
4419,City,37.0,Cancelled,,,,
4547,City,37.0,Cancelled,,,,
5613,City,37.0,Cancelled,,,,
572,Airport,38.0,Cancelled,2016-07-11 10:48:00,,10.0,2016-07-11
1566,City,38.0,Cancelled,2016-07-12 06:22:00,,6.0,2016-07-12
2266,Airport,38.0,Cancelled,2016-07-12 18:33:00,,18.0,2016-07-12
4390,City,38.0,Cancelled,,,,
4545,City,38.0,Cancelled,,,,
4572,City,38.0,Cancelled,,,,
1649,City,39.0,Cancelled,2016-07-12 07:24:00,,7.0,2016-07-12
3008,City,39.0,Cancelled,,,,
4480,City,39.0,Cancelled,,,,
5713,City,39.0,Cancelled,,,,
5866,City,39.0,Cancelled,,,,
5945,Airport,39.0,Cancelled,,,,
126,City,40.0,Cancelled,2016-07-11 05:05:00,,5.0,2016-07-11
436,City,40.0,Cancelled,2016-07-11 08:55:00,,8.0,2016-07-11
1620,City,40.0,Cancelled,2016-07-12 06:55:00,,6.0,2016-07-12
2206,City,40.0,Cancelled,2016-07-12 17:55:00,,17.0,2016-07-12
3221,City,40.0,Cancelled,,,,
5583,City,40.0,Cancelled,,,,
2131,City,41.0,Cancelled,2016-07-12 17:04:00,,17.0,2016-07-12
401,City,43.0,Cancelled,2016-07-11 08:27:00,,8.0,2016-07-11
461,City,43.0,Cancelled,2016-07-11 09:15:00,,9.0,2016-07-11
2946,City,43.0,Cancelled,,,,
289,City,44.0,Cancelled,2016-07-11 07:09:00,,7.0,2016-07-11
1303,City,44.0,Cancelled,2016-07-11 22:27:00,,22.0,2016-07-11
1817,City,44.0,Cancelled,2016-07-12 09:29:00,,9.0,2016-07-12
2970,City,44.0,Cancelled,,,,
4519,City,44.0,Cancelled,,,,
5830,City,44.0,Cancelled,,,,
5880,City,44.0,Cancelled,,,,
1520,City,45.0,Cancelled,2016-07-12 05:42:00,,5.0,2016-07-12
1789,City,45.0,Cancelled,2016-07-12 09:10:00,,9.0,2016-07-12
2484,Airport,45.0,Cancelled,2016-07-12 20:41:00,,20.0,2016-07-12
4312,City,45.0,Cancelled,,,,
4363,City,45.0,Cancelled,,,,
5716,City,45.0,Cancelled,,,,
5775,City,45.0,Cancelled,,,,
424,City,46.0,Cancelled,2016-07-11 08:47:00,,8.0,2016-07-11
377,City,47.0,Cancelled,2016-07-11 08:11:00,,8.0,2016-07-11
454,City,47.0,Cancelled,2016-07-11 09:10:00,,9.0,2016-07-11
1603,City,47.0,Cancelled,2016-07-12 06:41:00,,6.0,2016-07-12
5300,Airport,47.0,Cancelled,,,,
6560,City,47.0,Cancelled,,,,
2526,Airport,48.0,Cancelled,2016-07-12 21:06:00,,21.0,2016-07-12
2926,City,48.0,Cancelled,,,,
141,City,49.0,Cancelled,2016-07-11 05:20:00,,5.0,2016-07-11
491,City,49.0,Cancelled,2016-07-11 09:29:00,,9.0,2016-07-11
1875,City,49.0,Cancelled,2016-07-12 10:02:00,,10.0,2016-07-12
4906,City,49.0,Cancelled,,,,
209,City,50.0,Cancelled,2016-07-11 06:11:00,,6.0,2016-07-11
278,City,50.0,Cancelled,2016-07-11 06:55:00,,6.0,2016-07-11
1381,City,50.0,Cancelled,2016-07-12 01:07:00,,1.0,2016-07-12
5473,City,50.0,Cancelled,,,,
5479,City,50.0,Cancelled,,,,
6228,City,50.0,Cancelled,,,,
2940,City,51.0,Cancelled,,,,
5780,City,51.0,Cancelled,,,,
1781,City,52.0,Cancelled,2016-07-12 09:01:00,,9.0,2016-07-12
1787,City,52.0,Cancelled,2016-07-12 09:08:00,,9.0,2016-07-12
2423,Airport,52.0,Cancelled,2016-07-12 20:05:00,,20.0,2016-07-12
4148,City,52.0,Cancelled,,,,
411,City,53.0,Cancelled,2016-07-11 08:37:00,,8.0,2016-07-11
3727,Airport,53.0,Cancelled,,,,
4847,City,53.0,Cancelled,,,,
216,City,54.0,Cancelled,2016-07-11 06:13:00,,6.0,2016-07-11
1898,City,54.0,Cancelled,2016-07-12 10:27:00,,10.0,2016-07-12
2077,City,54.0,Cancelled,2016-07-12 15:40:00,,15.0,2016-07-12
2486,Airport,54.0,Cancelled,2016-07-12 20:50:00,,20.0,2016-07-12
2809,City,54.0,Cancelled,,,,
2900,City,54.0,Cancelled,,,,
3022,City,54.0,Cancelled,,,,
3211,City,54.0,Cancelled,,,,
4356,City,54.0,Cancelled,,,,
6208,City,54.0,Cancelled,,,,
6571,City,54.0,Cancelled,,,,
237,City,56.0,Cancelled,2016-07-11 06:29:00,,6.0,2016-07-11
4328,City,56.0,Cancelled,,,,
4757,Airport,56.0,Cancelled,,,,
323,City,57.0,Cancelled,2016-07-11 07:36:00,,7.0,2016-07-11
421,City,57.0,Cancelled,2016-07-11 08:43:00,,8.0,2016-07-11
1458,City,57.0,Cancelled,2016-07-12 04:52:00,,4.0,2016-07-12
3920,City,57.0,Cancelled,,,,
4401,City,57.0,Cancelled,,,,
1034,Airport,58.0,Cancelled,2016-07-11 19:27:00,,19.0,2016-07-11
1543,City,58.0,Cancelled,2016-07-12 06:02:00,,6.0,2016-07-12
2909,City,58.0,Cancelled,,,,
3015,City,58.0,Cancelled,,,,
4165,City,58.0,Cancelled,,,,
5410,City,58.0,Cancelled,,,,
328,City,59.0,Cancelled,2016-07-11 07:33:00,,7.0,2016-07-11
580,City,59.0,Cancelled,2016-07-11 10:59:00,,10.0,2016-07-11
4357,City,59.0,Cancelled,,,,
4560,City,59.0,Cancelled,,,,
5647,City,59.0,Cancelled,,,,
5704,City,59.0,Cancelled,,,,
2855,City,60.0,Cancelled,,,,
5565,City,60.0,Cancelled,,,,
235,City,61.0,Cancelled,2016-07-11 06:22:00,,6.0,2016-07-11
2109,Airport,61.0,Cancelled,2016-07-12 16:20:00,,16.0,2016-07-12
4230,City,61.0,Cancelled,,,,
111,City,62.0,Cancelled,2016-07-11 05:06:00,,5.0,2016-07-11
168,City,62.0,Cancelled,2016-07-11 05:37:00,,5.0,2016-07-11
187,City,62.0,Cancelled,2016-07-11 05:57:00,,5.0,2016-07-11
1492,City,62.0,Cancelled,2016-07-12 05:30:00,,5.0,2016-07-12
2992,City,62.0,Cancelled,,,,
3433,Airport,62.0,Cancelled,,,,
5536,City,62.0,Cancelled,,,,
474,City,63.0,Cancelled,2016-07-11 09:24:00,,9.0,2016-07-11
1722,City,63.0,Cancelled,2016-07-12 08:17:00,,8.0,2016-07-12
2978,City,63.0,Cancelled,,,,
2983,City,63.0,Cancelled,,,,
3866,Airport,63.0,Cancelled,,,,
4491,City,63.0,Cancelled,,,,
4603,Airport,63.0,Cancelled,,,,
1325,City,64.0,Cancelled,2016-07-11 23:06:00,,23.0,2016-07-11
3450,Airport,64.0,Cancelled,,,,
4329,City,64.0,Cancelled,,,,
1723,City,65.0,Cancelled,2016-07-12 08:18:00,,8.0,2016-07-12
3261,Airport,65.0,Cancelled,,,,
3309,City,65.0,Cancelled,,,,
3666,City,65.0,Cancelled,,,,
6129,Airport,65.0,Cancelled,,,,
1513,City,66.0,Cancelled,2016-07-12 05:44:00,,5.0,2016-07-12
2011,City,66.0,Cancelled,2016-07-12 13:30:00,,13.0,2016-07-12
2931,City,66.0,Cancelled,,,,
6397,City,66.0,Cancelled,,,,
176,City,67.0,Cancelled,2016-07-11 05:42:00,,5.0,2016-07-11
3180,City,67.0,Cancelled,,,,
3238,City,67.0,Cancelled,,,,
4360,City,67.0,Cancelled,,,,
6717,City,67.0,Cancelled,,,,
386,City,68.0,Cancelled,2016-07-11 08:29:00,,8.0,2016-07-11
528,City,68.0,Cancelled,2016-07-11 09:50:00,,9.0,2016-07-11
2556,Airport,68.0,Cancelled,2016-07-12 21:24:00,,21.0,2016-07-12
3286,City,68.0,Cancelled,,,,
5805,City,68.0,Cancelled,,,,
5911,City,68.0,Cancelled,,,,
245,City,69.0,Cancelled,2016-07-11 06:33:00,,6.0,2016-07-11
1532,City,69.0,Cancelled,2016-07-12 05:54:00,,5.0,2016-07-12
3161,City,69.0,Cancelled,,,,
3523,Airport,69.0,Cancelled,,,,
4278,City,69.0,Cancelled,,,,
5835,City,69.0,Cancelled,,,,
99,City,70.0,Cancelled,2016-07-11 05:00:00,,5.0,2016-07-11
162,City,70.0,Cancelled,2016-07-11 05:34:00,,5.0,2016-07-11
307,City,70.0,Cancelled,2016-07-11 07:20:00,,7.0,2016-07-11
1767,City,70.0,Cancelled,2016-07-12 08:46:00,,8.0,2016-07-12
5502,City,70.0,Cancelled,,,,
5644,City,70.0,Cancelled,,,,
5736,City,70.0,Cancelled,,,,
3808,Airport,71.0,Cancelled,,,,
5831,City,71.0,Cancelled,,,,
5980,City,71.0,Cancelled,,,,
353,City,72.0,Cancelled,2016-07-11 07:55:00,,7.0,2016-07-11
397,City,72.0,Cancelled,2016-07-11 08:23:00,,8.0,2016-07-11
1843,City,72.0,Cancelled,2016-07-12 09:39:00,,9.0,2016-07-12
2019,City,72.0,Cancelled,2016-07-12 13:46:00,,13.0,2016-07-12
1732,City,73.0,Cancelled,2016-07-12 08:19:00,,8.0,2016-07-12
1984,City,73.0,Cancelled,2016-07-12 12:30:00,,12.0,2016-07-12
5886,City,73.0,Cancelled,,,,
6098,Airport,73.0,Cancelled,,,,
2048,Airport,74.0,Cancelled,2016-07-12 14:40:00,,14.0,2016-07-12
2844,Airport,74.0,Cancelled,,,,
1426,City,76.0,Cancelled,2016-07-12 04:24:00,,4.0,2016-07-12
2969,City,76.0,Cancelled,,,,
5584,City,76.0,Cancelled,,,,
1704,City,77.0,Cancelled,2016-07-12 07:59:00,,7.0,2016-07-12
3399,City,77.0,Cancelled,,,,
4298,City,77.0,Cancelled,,,,
4019,City,78.0,Cancelled,,,,
3197,City,78.0,Cancelled,,,,
4166,City,78.0,Cancelled,,,,
4238,City,78.0,Cancelled,,,,
5894,City,78.0,Cancelled,,,,
6647,City,78.0,Cancelled,,,,
210,City,79.0,Cancelled,2016-07-11 06:12:00,,6.0,2016-07-11
403,City,79.0,Cancelled,2016-07-11 08:35:00,,8.0,2016-07-11
568,Airport,79.0,Cancelled,2016-07-11 10:23:00,,10.0,2016-07-11
856,City,79.0,Cancelled,2016-07-11 17:47:00,,17.0,2016-07-11
1757,City,79.0,Cancelled,2016-07-12 08:38:00,,8.0,2016-07-12
2842,City,79.0,Cancelled,,,,
3147,City,80.0,Cancelled,,,,
4497,City,80.0,Cancelled,,,,
4770,City,80.0,Cancelled,,,,
5493,City,80.0,Cancelled,,,,
5540,City,80.0,Cancelled,,,,
2003,Airport,81.0,Cancelled,2016-07-12 13:19:00,,13.0,2016-07-12
4179,City,81.0,Cancelled,,,,
4561,City,81.0,Cancelled,,,,
5806,Airport,81.0,Cancelled,,,,
1881,City,82.0,Cancelled,2016-07-12 10:04:00,,10.0,2016-07-12
3235,City,82.0,Cancelled,,,,
5604,City,82.0,Cancelled,,,,
1557,City,83.0,Cancelled,2016-07-12 06:17:00,,6.0,2016-07-12
1661,City,83.0,Cancelled,2016-07-12 07:30:00,,7.0,2016-07-12
2022,City,83.0,Cancelled,2016-07-12 13:45:00,,13.0,2016-07-12
3188,City,83.0,Cancelled,,,,
5655,City,83.0,Cancelled,,,,
5903,City,83.0,Cancelled,,,,
6209,Airport,83.0,Cancelled,,,,
536,City,84.0,Cancelled,2016-07-11 09:59:00,,9.0,2016-07-11
1134,Airport,84.0,Cancelled,2016-07-11 20:33:00,,20.0,2016-07-11
1604,City,84.0,Cancelled,2016-07-12 06:37:00,,6.0,2016-07-12
1653,City,84.0,Cancelled,2016-07-12 07:27:00,,7.0,2016-07-12
1695,City,84.0,Cancelled,2016-07-12 07:57:00,,7.0,2016-07-12
2750,City,84.0,Cancelled,,,,
2884,City,84.0,Cancelled,,,,
3191,City,84.0,Cancelled,,,,
3193,City,84.0,Cancelled,,,,
3524,City,84.0,Cancelled,,,,
4294,City,84.0,Cancelled,,,,
4484,City,84.0,Cancelled,,,,
324,City,85.0,Cancelled,2016-07-11 07:40:00,,7.0,2016-07-11
3351,Airport,85.0,Cancelled,,,,
4195,City,85.0,Cancelled,,,,
5685,City,85.0,Cancelled,,,,
2889,City,86.0,Cancelled,,,,
4301,City,86.0,Cancelled,,,,
1294,City,87.0,Cancelled,2016-07-11 22:26:00,,22.0,2016-07-11
5935,City,87.0,Cancelled,,,,
428,City,88.0,Cancelled,2016-07-11 08:48:00,,8.0,2016-07-11
450,City,88.0,Cancelled,2016-07-11 09:11:00,,9.0,2016-07-11
4510,City,88.0,Cancelled,,,,
432,City,89.0,Cancelled,2016-07-11 08:52:00,,8.0,2016-07-11
2491,Airport,89.0,Cancelled,2016-07-12 20:55:00,,20.0,2016-07-12
5569,City,89.0,Cancelled,,,,
5671,City,89.0,Cancelled,,,,
6374,City,89.0,Cancelled,,,,
4464,City,90.0,Cancelled,,,,
5609,City,90.0,Cancelled,,,,
5848,City,90.0,Cancelled,,,,
543,City,91.0,Cancelled,2016-07-11 10:03:00,,10.0,2016-07-11
2828,City,92.0,Cancelled,,,,
2993,City,92.0,Cancelled,,,,
3018,Airport,92.0,Cancelled,,,,
4155,City,92.0,Cancelled,,,,
2552,City,93.0,Cancelled,2016-07-12 21:23:00,,21.0,2016-07-12
3430,Airport,93.0,Cancelled,,,,
4167,City,93.0,Cancelled,,,,
5508,City,93.0,Cancelled,,,,
5729,City,93.0,Cancelled,,,,
202,City,94.0,Cancelled,2016-07-11 06:09:00,,6.0,2016-07-11
341,City,94.0,Cancelled,2016-07-11 07:46:00,,7.0,2016-07-11
3049,City,94.0,Cancelled,,,,
6323,Airport,94.0,Cancelled,,,,
6462,City,94.0,Cancelled,,,,
3242,City,95.0,Cancelled,,,,
4499,City,95.0,Cancelled,,,,
3182,City,96.0,Cancelled,,,,
4173,City,96.0,Cancelled,,,,
4189,City,96.0,Cancelled,,,,
6390,Airport,96.0,Cancelled,,,,
1231,City,97.0,Cancelled,2016-07-11 21:34:00,,21.0,2016-07-11
1589,City,97.0,Cancelled,2016-07-12 06:35:00,,6.0,2016-07-12
1815,City,97.0,Cancelled,2016-07-12 09:20:00,,9.0,2016-07-12
5678,City,97.0,Cancelled,,,,
239,City,98.0,Cancelled,2016-07-11 06:25:00,,6.0,2016-07-11
551,City,98.0,Cancelled,2016-07-11 10:10:00,,10.0,2016-07-11
2097,Airport,98.0,Cancelled,2016-07-12 16:03:00,,16.0,2016-07-12
2613,Airport,98.0,Cancelled,2016-07-12 22:06:00,,22.0,2016-07-12
5497,City,98.0,Cancelled,,,,
5668,City,98.0,Cancelled,,,,
482,City,99.0,Cancelled,2016-07-11 09:25:00,,9.0,2016-07-11
544,City,99.0,Cancelled,2016-07-11 10:07:00,,10.0,2016-07-11
1227,Airport,99.0,Cancelled,2016-07-11 21:32:00,,21.0,2016-07-11
1489,City,99.0,Cancelled,2016-07-12 05:21:00,,5.0,2016-07-12
2588,Airport,99.0,Cancelled,2016-07-12 21:45:00,,21.0,2016-07-12
3152,City,99.0,Cancelled,,,,
5853,City,99.0,Cancelled,,,,
2933,City,100.0,Cancelled,,,,
5543,City,100.0,Cancelled,,,,
1356,City,101.0,Cancelled,2016-07-11 23:42:00,,23.0,2016-07-11
1403,City,101.0,Cancelled,2016-07-12 02:39:00,,2.0,2016-07-12
2459,Airport,101.0,Cancelled,2016-07-12 20:30:00,,20.0,2016-07-12
3023,City,101.0,Cancelled,,,,
4444,City,101.0,Cancelled,,,,
1733,City,102.0,Cancelled,2016-07-12 08:23:00,,8.0,2016-07-12
1937,Airport,102.0,Cancelled,2016-07-12 11:26:00,,11.0,2016-07-12
5614,City,102.0,Cancelled,,,,
5718,City,102.0,Cancelled,,,,
334,City,103.0,Cancelled,2016-07-11 07:40:00,,7.0,2016-07-11
1107,City,103.0,Cancelled,2016-07-11 20:14:00,,20.0,2016-07-11
3033,City,103.0,Cancelled,,,,
3099,City,103.0,Cancelled,,,,
4302,City,103.0,Cancelled,,,,
4829,City,103.0,Cancelled,,,,
5854,Airport,103.0,Cancelled,,,,
427,City,104.0,Cancelled,2016-07-11 08:48:00,,8.0,2016-07-11
852,Airport,104.0,Cancelled,2016-07-11 17:48:00,,17.0,2016-07-11
1931,City,104.0,Cancelled,2016-07-12 11:13:00,,11.0,2016-07-12
3292,Airport,104.0,Cancelled,,,,
5154,Airport,104.0,Cancelled,,,,
5627,City,104.0,Cancelled,,,,
5751,City,104.0,Cancelled,,,,
308,City,105.0,Cancelled,2016-07-11 07:22:00,,7.0,2016-07-11
2890,City,105.0,Cancelled,,,,
4245,City,105.0,Cancelled,,,,
4423,City,105.0,Cancelled,,,,
212,City,106.0,Cancelled,2016-07-11 06:09:00,,6.0,2016-07-11
3034,City,106.0,Cancelled,,,,
6669,City,106.0,Cancelled,,,,
252,City,107.0,Cancelled,2016-07-11 06:36:00,,6.0,2016-07-11
391,City,107.0,Cancelled,2016-07-11 08:24:00,,8.0,2016-07-11
412,City,107.0,Cancelled,2016-07-11 08:37:00,,8.0,2016-07-11
5709,City,107.0,Cancelled,,,,
6300,Airport,107.0,Cancelled,,,,
381,City,108.0,Cancelled,2016-07-11 08:16:00,,8.0,2016-07-11
3030,City,108.0,Cancelled,,,,
3671,Airport,108.0,Cancelled,,,,
4186,City,108.0,Cancelled,,,,
4281,City,108.0,Cancelled,,,,
1864,City,109.0,Cancelled,2016-07-12 09:54:00,,9.0,2016-07-12
2073,City,109.0,Cancelled,2016-07-12 15:27:00,,15.0,2016-07-12
3113,City,109.0,Cancelled,,,,
4885,City,109.0,Cancelled,,,,
326,City,110.0,Cancelled,2016-07-11 07:33:00,,7.0,2016-07-11
1401,City,110.0,Cancelled,2016-07-12 02:42:00,,2.0,2016-07-12
2792,City,110.0,Cancelled,,,,
